FehlerKat.;Techn. Platz;Tech.Identnr.;Beschreibung;Verantw.ArbPl.;Meldungsdatum;Meldungszeit;StörBeginn;StörungsBegZt;Störungsende;StörungsEndZt;Meldung;Auftrag;Aktionenbezeichnung;Aktionstext;Codierung Text;Fehlerart Gruppe;Fehlerart Code;Fehlerart Text;Ursache Gruppe;Ursache Code;Ursache Text
C;01-0339-2-001-01;W0190;Weichenstörung;A474;23.04.2018;06:52:52;23.04.2018;06:54:41;23.04.2018;07:45:00;2250586;214303;Eingestellt;;;7;2;Kein Block;2;2;Technische Störung
C;01-0340-2-001-01;W0043;Weiche 43,Block bleibt hängen,Oberl. avi;A474;22.04.2018;19:11:22;23.04.2018;06:48:33;;00:00:00;2250568;214302;;;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-0340-2-001-01;W0043;Weiche 43,Weichelicht schwarz oder Block;A474;22.04.2018;22:06:56;23.04.2018;06:49:01;;00:00:00;2250571;214302;;;;7;2;Kein Block;2;2;Technische Störung
C;01-0340-2-001-01;W0049;Störung Weiche W49 ZYTG ausw.;A474;20.04.2018;05:58:08;20.04.2018;05:50:00;20.04.2018;08:00:00;2250454;214300;;;;7;3;Von Hand gestellt;2;2;Technische Störung
B;01-0340-2-001-01;W1014;W 1014 schwarz Oberl. aufgeboten.;A474;20.04.2018;16:26:16;20.04.2018;16:31:06;;00:00:00;2250506;;;;;7;2;Kein Block;2;10;unbekannt /sonstiges
C;01-0340-2-001-01;W0043;Weiche 43 deblockiert nicht mehr.;A474;20.04.2018;21:01:32;23.04.2018;06:43:22;;00:00:00;2250511;214302;;;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-0340-2-001-01;W1014;W1014 Block schwarz, keine LSA;A474;19.04.2018;18:20:08;19.04.2018;18:00:00;19.04.2018;19:00:00;2250444;214301;;;;7;2;Kein Block;2;2;Technische Störung
C;01-0340-2-001-01;W1014;W1014, Bundesgasse, Block löscht nicht.;A474;17.04.2018;17:02:38;17.04.2018;17:00:00;17.04.2018;18:00:00;2250276;214298;Eingestellt;HHK neu eingelesen;;7;1;Block nicht gelöscht;2;2;Technische Störung
B;03-0101-027-05;W2703;Entgleisung mit Oberleitungsschaden;A474;16.04.2018;22:05:07;16.04.2018;22:00:00;16.04.2018;23:00:00;2250206;214297;Ersetzt;Kevlarseil gerissen;;6;2;Fahrleitungsschaden;2;2;Technische Störung
X;03-0101-090-14;AP9001;Wartung Achskurzschluss-Prüfanlage;A474;16.04.2018;09:47:01;;00:00:00;;00:00:00;2250147;214286;Gewartet;Achskurzschluss-Prüfanlage;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;03-0101-029-01;;Wasserwerfer stationiert.;A474;15.04.2018;14:04:20;16.04.2018;06:57:42;;00:00:00;2250097;;Weitere Aktionen;keine Massnahmen nötig;;6;8;sonstiges;2;10;unbekannt /sonstiges
C;03-0101-011-05;;Dienstweiche Hgr. Tb;A474;10.04.2018;12:13:17;10.04.2018;07:00:00;10.04.2018;09:00:00;2249833;214272;Ersetzt;Antenne gewechselt;;5;7;Unterbruch;2;2;Technische Störung
C;03-0101-029-05;W2902;Tb. Dienstweiche Wyler;A474;10.04.2018;12:22:29;10.04.2018;07:00:00;10.04.2018;09:00:00;2249836;214273;Ersetzt;Antenne ers.;;6;4;Elektrische Störung;2;2;Technische Störung
C;03-0101-026-05;W2601;Tb. Dienstweiche Schosshalde;A474;10.04.2018;12:24:56;10.04.2018;07:00:00;10.04.2018;09:00:00;2249837;214274;Ersetzt;Antenne ers.;;6;4;Elektrische Störung;2;2;Technische Störung
C;03-0101-011-05;;Tb Weiche Bubenbergplatz L 11+12 defekt;A474;09.04.2018;06:24:24;09.04.2018;06:15:00;09.04.2018;10:00:00;2249724;214269;Ausgetauscht;;;6;8;sonstiges;2;2;Technische Störung
C;01-0340-2-001-01;W0043;Weiche Lorenzini einw. / Pfeil löscht;A474;08.04.2018;07:01:18;09.04.2018;06:15:00;09.04.2018;10:00:00;2249701;214268;Ausgetauscht;;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;01-0341-2-001-01;HNP0101;Weichensteuerung Ausfahrt Casinoplatz gi;A474;06.04.2018;07:58:14;06.04.2018;08:06:47;09.04.2018;10:00:00;2249606;;Weitere Aktionen;keine Meldung erhalten;;7;2;Kein Block;2;10;unbekannt /sonstiges
B;03-0101-020-01-1;;Oberleitungsschaden Gpl kurze Schlaufe;A474;05.04.2018;23:56:09;06.04.2018;00:00:00;06.04.2018;01:30:00;2249592;214267;Repariert;;;6;2;Fahrleitungsschaden;2;2;Technische Störung
C;01-0340-2-001-01;HNP1009;W1009: Kein Block;A474;05.04.2018;07:06:29;03.04.2018;10:00:00;03.04.2018;11:00:00;2249386;214253;Gereinigt;;;5;9;verstopft;2;2;Technische Störung
C;01-9001-2-001-01;HNSA600/1;DEig: Ausfall SB 1;A474;05.04.2018;07:04:18;03.04.2018;18:30:00;03.04.2018;19:30:00;2249385;214252;Eingestellt;;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
C;01-0340-2-001-01;W1006;Weiche Ausfahrt Schwanengasse schwarz;A474;04.04.2018;09:20:28;04.04.2018;09:43:08;04.04.2018;12:00:00;2249326;214251;Kontrolliert;;;7;2;Kein Block;2;2;Technische Störung
C;01-0339-2-001-01;W0190;W190 musste mehrmals gestochen werden;A474;04.04.2018;08:19:25;23.03.2018;05:28:00;;00:00:00;2249320;214250;;;;7;3;Von Hand gestellt;2;2;Technische Störung
X;01-9000-2-001-01;W4015;Weiche4015 5-Jahreswartung;A474;03.04.2018;09:41:06;01.05.2018;14:57:30;01.05.2018;14:57:31;2249205;214225;Gewartet;Weiche 5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4016;Weiche4016 5-Jahreswartung;A474;03.04.2018;09:41:35;01.05.2018;14:58:06;01.05.2018;14:58:07;2249206;214226;Gewartet;Weiche 5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4017;Weiche4017 5-Jahreswartung;A474;03.04.2018;09:42:03;01.05.2018;15:00:32;01.05.2018;15:00:34;2249207;214227;Gewartet;Weiche 5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4018;Weiche4018 5-Jahreswartung;A474;03.04.2018;09:42:29;01.05.2018;15:01:45;01.05.2018;15:01:47;2249208;214228;Gewartet;Weiche 5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4019;Weiche4019 5-Jahreswartung;A474;03.04.2018;09:42:55;01.05.2018;15:02:25;01.05.2018;15:02:26;2249209;214229;Gewartet;Weiche 5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4020;Weiche4020 5-Jahreswartung;A474;03.04.2018;09:43:22;01.05.2018;15:03:21;01.05.2018;15:03:22;2249210;214230;Gewartet;Weiche 5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4021;Weiche4021 5-Jahreswartung;A474;03.04.2018;09:38:31;01.05.2018;14:56:02;01.05.2018;14:56:03;2249203;214223;Gewartet;Weiche 5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9000-2-001-01;W4032;Weiche4032 5-Jahreswartung;A474;03.04.2018;09:40:01;01.05.2018;14:56:53;01.05.2018;14:56:54;2249204;214224;Gewartet;Weiche 5-Jahreswartung;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0340-2-003;G0340;Metalteil steht vor, Gefahr!;A474;30.03.2018;12:40:06;03.04.2018;06:52:54;;00:00:00;2249091;214243;Weitere Aktionen;Metalteil abgeschnitten;;5;17;unbekannter Fehler;2;10;unbekannt /sonstiges
C;03-0101-011-05;W1102;Weiche manuell umstellen;A474;28.03.2018;17:52:06;28.03.2018;18:00:00;28.03.2018;19:00:00;2249008;214241;Kontrolliert;;;6;8;sonstiges;2;2;Technische Störung
B;03-0101-091-13;;DEig: Kein Strom im Depot;A474;27.03.2018;07:04:50;26.03.2018;19:00:00;26.03.2018;20:30:00;2248919;214238;Programmiert;;;6;4;Elektrische Störung;2;2;Technische Störung
C;03-0101-012-05;W1203;Tb Weiche 1203;A474;27.03.2018;07:13:00;01.01.2018;00:00:00;26.03.2018;14:00:00;2248921;214239;Ausgetauscht;;;6;4;Elektrische Störung;2;2;Technische Störung
C;01-0339-2-001-01;W0190;Weiche Nr. 190 stellt nicht richtig.;A474;27.03.2018;06:04:47;27.03.2018;06:39:45;;00:00:00;2248905;214244;Kontrolliert;;;7;3;Von Hand gestellt;2;2;Technische Störung
X;01-0340-2-001-01;W1000;Weiche1000 Wartung Weichenantrieb;A474;26.03.2018;14:32:49;;00:00:00;;00:00:00;2248863;214214;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W0049;Weiche0049 Wartung Weichenantrieb;A474;26.03.2018;14:51:38;;00:00:00;;00:00:00;2248874;214233;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0341-2-001-01;EXW0101;Weiche0101 Wartung Weichenantrieb;A474;26.03.2018;14:52:31;;00:00:00;;00:00:00;2248875;214234;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0341-2-001-01;EXW0102;Weiche0102 Wartung Weichenantrieb;A474;26.03.2018;14:53:30;;00:00:00;;00:00:00;2248876;214235;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1016;Weiche1016 Wartung Weichenantrieb;A474;26.03.2018;14:43:50;;00:00:00;;00:00:00;2248871;214222;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1009;Weiche1009 Wartung Weichenantrieb;A474;26.03.2018;14:38:48;;00:00:00;;00:00:00;2248867;214218;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1010;Weiche1010 Wartung Weichenantrieb;A474;26.03.2018;14:39:57;;00:00:00;;00:00:00;2248868;214219;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1014;Weiche1014 Wartung Weichenantrieb;A474;26.03.2018;14:42:18;;00:00:00;;00:00:00;2248870;214221;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1006;Weiche1006 Wartung Weichenantrieb;A474;26.03.2018;14:37:47;;00:00:00;;00:00:00;2248866;214217;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1004;Weiche1004 Wartung Weichenantrieb;A474;26.03.2018;14:36:36;;00:00:00;;00:00:00;2248865;214216;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1003;Weiche1003 Wartung Weichenantrieb;A474;26.03.2018;14:34:16;;00:00:00;;00:00:00;2248864;214215;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W1012;Weiche1012 Wartung Weichenantrieb;A474;26.03.2018;14:41:03;;00:00:00;;00:00:00;2248869;214220;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W0043;Weiche0043 Wartung Weichenantrieb;A474;26.03.2018;14:49:03;;00:00:00;;00:00:00;2248872;214231;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0340-2-001-01;W0045;Weiche0045 Wartung Weichenantrieb;A474;26.03.2018;14:50:14;;00:00:00;;00:00:00;2248873;214232;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;03-0101-026-01-2;;Oberleitungsschaden Bubenbergplatz;A474;24.03.2018;07:51:27;24.03.2018;06:50:00;24.03.2018;08:40:00;2248729;214208;Ersetzt;Div. Pendel ers.;;6;2;Fahrleitungsschaden;2;2;Technische Störung
C;03-0101-027-01-2;;Bollwerk: FL Schaden;A474;23.03.2018;07:26:03;22.03.2018;07:00:00;22.03.2018;12:00:00;2248672;214206;Repariert;;;6;2;Fahrleitungsschaden;2;4;Fehlmanipulation
B;01-0341-2-001-01;W0274;BurgerenzielKreisel Licht schwarz;A474;22.03.2018;07:16:32;22.03.2018;08:04:38;;00:00:00;2248568;214205;Ausgetauscht;;;7;7;Unbekannter Fehler;2;2;Technische Störung
B;01-0341-2-001-01;HNP0274;Weiche 274 schwarz, Pikett nicht erreich;A474;22.03.2018;06:03:20;22.03.2018;06:47:27;;00:00:00;2248555;;;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-0341-2-001-01;W0274;Weiche 274 schwarz.;A474;21.03.2018;15:58:56;21.03.2018;16:38:32;22.03.2018;09:00:00;2248537;214205;Eingestellt;HFP neu eingelesen;;7;7;Unbekannter Fehler;2;2;Technische Störung
D;03-0101-091-01-2;;Garage II: Schutzkanal runtergerissen;A474;19.03.2018;10:50:23;19.03.2018;07:30:00;19.03.2018;10:30:00;2248387;214195;Ersetzt;;;6;2;Fahrleitungsschaden;2;2;Technische Störung
C;01-0341-2-001-01;HNP0101;W0101: Weiche stellt nicht;A474;19.03.2018;10:31:25;19.03.2018;07:00:00;19.03.2018;10:00:00;2248381;214194;Eingestellt;;;5;12;verstellt;2;2;Technische Störung
C;01-0341-2-001-01;HNP0274;TRX Burgernziel-Batt low Batt ersetzen;A474;19.03.2018;13:40:48;19.03.2018;13:44:03;19.03.2018;16:00:00;2248395;214198;Ersetzt;;;7;7;Unbekannter Fehler;2;9;Materialermüdung
X;01-0703-2-001-01;HNP2006;WG: VABtrack Pendenz 56 - TRX Batt low a;A474;19.03.2018;13:51:33;19.03.2018;13:53:19;19.03.2018;16:00:00;2248397;214199;Ersetzt;;;7;7;Unbekannter Fehler;2;9;Materialermüdung
C;01-9001-2-001-01;HNSA600/1;DEig: Ausfall SB 1;A474;19.03.2018;10:29:20;14.03.2018;19:15:00;14.03.2018;20:15:00;2248379;214193;;;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
C;01-0341-2-001-01;EXW0101;Stumpengeleis;A474;16.03.2018;08:01:29;16.03.2018;08:23:13;;00:00:00;2248232;214194;Eingestellt;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-0803-2-001-01;W2112;Weichenlicht 2112 schwarz;A474;16.03.2018;11:32:02;16.03.2018;11:57:27;;00:00:00;2248248;214200;Eingestellt;;;7;2;Kein Block;2;10;unbekannt /sonstiges
D;01-0803-2-001-01;HNP2112;Temporäre starke Anlagestörung;A474;15.03.2018;14:15:58;15.03.2018;14:17:31;09.04.2018;10:00:00;2248170;214270;Weitere Aktionen;Antenne neu verkabelt;;5;17;unbekannter Fehler;2;2;Technische Störung
D;01-0340-2-001-02;HZS1001.1;W1001 Heizstab defekt;A474;14.03.2018;07:28:45;13.03.2018;20:30:00;14.03.2018;12:00:00;2247952;214181;Ersetzt;Heizstab ersetzt;;5;6;verbrannt;2;2;Technische Störung
X;01-0342-2-001-01;W0301;Weiche0301 Wartung Weichenantrieb;A474;12.03.2018;13:36:39;;00:00:00;;00:00:00;2247796;214119;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0802-2-001-01;W0304;Weiche0304 Wartung Weichenantrieb;A474;12.03.2018;13:40:35;;00:00:00;;00:00:00;2247803;214135;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0341-2-001-01;W0274;Weiche0274 Wartung Weichenantrieb;A474;12.03.2018;13:35:54;;00:00:00;;00:00:00;2247795;214118;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W0105;Weiche0105 Wartung Weichenantrieb;A474;12.03.2018;13:39:29;;00:00:00;;00:00:00;2247801;214130;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W0106;Weiche0106 Wartung Weichenantrieb;A474;12.03.2018;13:39:59;;00:00:00;;00:00:00;2247802;214131;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W3002;Weiche3002 Wartung Weichenantrieb;A474;12.03.2018;13:37:50;;00:00:00;;00:00:00;2247798;214121;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W3006;Weiche3006 Wartung Weichenantrieb;A474;12.03.2018;13:38:57;;00:00:00;;00:00:00;2247800;214123;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0902-2-001-01;W3004;Weiche3004 Wartung Weichenantrieb;A474;12.03.2018;13:38:23;;00:00:00;;00:00:00;2247799;214122;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0901-2-001-01;W3000;Weiche3000 Wartung Weichenantrieb;A474;12.03.2018;13:37:15;;00:00:00;;00:00:00;2247797;214120;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0340-2-001-01;W0049;W49 v.Hand/Block aber ohne W-Pfeil;A474;11.03.2018;08:53:08;11.03.2018;09:00:00;11.03.2018;10:00:00;2247683;214098;Gereinigt;;;7;3;Von Hand gestellt;2;900;Doppelmeldung
C;01-0340-2-001-01;W0049;W49 v.Hand/Block aber ohne W-Pfeil;A474;11.03.2018;08:49:45;11.03.2018;09:00:00;11.03.2018;10:00:00;2247682;214098;Gereinigt;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;01-0340-2-001-01;W0043;Weiche 43, Weichelicht schwarz,Oberl. av;A474;11.03.2018;22:08:17;11.03.2018;22:30:00;11.03.2018;23:30:00;2247700;214097;Gereinigt;;;7;2;Kein Block;2;2;Technische Störung
B;01-0341-2-001-01;HNP0101;Vereiste Weichenzungen;A474;05.03.2018;07:48:46;02.03.2018;15:00:00;02.03.2018;16:00:00;2247216;214076;Eingestellt;;;5;12;verstellt;;;
A;03-0101-017-01-1;;Streckenblockierung vereiste Fahrleitung;A474;04.03.2018;09:42:34;04.03.2018;06:54:58;04.03.2018;10:00:00;2247177;214075;Weitere Aktionen;Mit Speissewagen FL abtauen;;6;8;sonstiges;2;5;Höhere Gewalt
B;1;;Weichenstörungen ganzes Netz;A474;01.03.2018;10:25:20;01.03.2018;05:30:00;;00:00:00;2247012;214073;Weitere Aktionen;Weichen vom Schnee befreit;;5;9;verstopft;2;5;Höhere Gewalt
C;01-0340-2-001-01;W0043;Weiche 43 Zytglogge;A474;01.03.2018;19:45:33;01.03.2018;19:30:00;01.03.2018;20:30:00;2247074;214073;Weitere Aktionen;Von Schnee und Eis befreit;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;03-0101-029-05;W2902;Tb Weiche 2902 Wyler, schwarz.;A474;28.02.2018;06:55:22;28.02.2018;07:01:31;28.02.2018;11:00:00;2246889;214071;Ersetzt;Weichenlicht getauscht;;6;4;Elektrische Störung;2;2;Technische Störung
C;01-0340-2-001-01;HNP1003;HB - Weiche 1004 + 1003 keine Anstrg.;A474;28.02.2018;15:47:10;28.02.2018;15:49:02;28.02.2018;16:50:00;2246958;214074;;;;7;3;Von Hand gestellt;2;2;Technische Störung
C;03-0101-027-01-2;;Decke an der Oberleitung (Querdraht);A474;27.02.2018;08:04:31;27.02.2018;08:14:43;27.02.2018;12:00:00;2246820;214067;;;;6;3;Fremdeinwirkungen;2;6;Drittverschulden
C;01-0341-2-001-01;W0274;Weiche 274 Weichelicht schwarz.;A474;27.02.2018;00:08:10;27.02.2018;06:39:30;27.02.2018;12:00:00;2246797;214064;Gewartet;HFP eingelesen;;7;2;Kein Block;2;2;Technische Störung
B;01-0341-2-001-01;W0274;Weiche 274, Weichelicht,Block, def.;A474;27.02.2018;14:26:28;27.02.2018;14:39:47;27.02.2018;17:00:00;2246847;214072;Eingestellt;HFP eingelesen;;7;2;Kein Block;2;2;Technische Störung
C;01-0340-2-001-01;HNP1006;"W1006 ""Failsafe""";A474;27.02.2018;05:51:55;26.02.2018;23:00:00;27.02.2018;05:30:00;2246799;214065;Ausgetauscht;HFK Stufe ersetzt;;5;15;Ausserhalb Toleranz;2;2;Technische Störung
C;03-0101-091-13;;Kurzschluss DEig;A474;26.02.2018;14:06:31;26.02.2018;12:00:00;26.02.2018;14:00:00;2246773;214062;Ausgetauscht;Sicherung gewechselt;;6;7;Fehlbedienung;2;4;Fehlmanipulation
X;01-0339-2-001-01;W0185;Weiche0185 Wartung Weichenantrieb;A474;26.02.2018;10:45:37;;00:00:00;;00:00:00;2246729;214051;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0341-2-001-01;W0274;Weiche 274 Schwarz;A474;26.02.2018;06:00:52;26.02.2018;06:51:47;;00:00:00;2246602;214028;;;;7;2;Kein Block;2;2;Technische Störung
C;01-0341-2-001-01;W0274;Weiche 274 bleibt schwarz;A474;26.02.2018;12:57:42;26.02.2018;13:11:27;27.02.2018;05:30:00;2246770;214064;Gewartet;HFP eingelesen;;7;2;Kein Block;2;2;Technische Störung
X;01-0903-2-001-01;W0239;Weiche0239 Wartung Weichenantrieb;A474;26.02.2018;10:47:59;;00:00:00;;00:00:00;2246733;214055;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;W2002;Weiche2002 Wartung Weichenantrieb;A474;26.02.2018;10:37:45;;00:00:00;;00:00:00;2246723;214032;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;W2005;Weiche2005 Wartung Weichenantrieb;A474;26.02.2018;10:38:16;;00:00:00;;00:00:00;2246724;214033;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0703-2-001-01;W2006;Weiche2006 Wartung Weichenantrieb;A474;26.02.2018;10:38:50;;00:00:00;;00:00:00;2246725;214034;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0337-2-001-01;W2009;Weiche2009 Wartung Weichenantrieb;A474;26.02.2018;10:39:17;;00:00:00;;00:00:00;2246726;214035;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0803-2-001-01;W2010;Weiche2010 Wartung Weichenantrieb;A474;26.02.2018;10:39:45;;00:00:00;;00:00:00;2246727;214036;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0803-2-001-01;W2112;Weiche2112 Wartung Weichenantrieb;A474;26.02.2018;10:40:12;;00:00:00;;00:00:00;2246728;214037;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0339-2-001-01;W0188;Weiche0188 Wartung Weichenantrieb;A474;26.02.2018;10:46:06;;00:00:00;;00:00:00;2246730;214052;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0339-2-001-01;W0190;Weiche0190 Wartung Weichenantrieb;A474;26.02.2018;10:46:56;;00:00:00;;00:00:00;2246731;214053;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0338-2-001-01;W2000;Weiche2000 Wartung Weichenantrieb;A474;26.02.2018;10:36:50;;00:00:00;;00:00:00;2246722;214031;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0903-2-001-01;W0211;Weiche0211 Wartung Weichenantrieb;A474;26.02.2018;10:47:27;;00:00:00;;00:00:00;2246732;214054;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-0303-2-001-01;W0208;Weiche0208 Wartung Weichenantrieb;A474;26.02.2018;10:48:32;;00:00:00;;00:00:00;2246735;214061;Gewartet;Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;03-0101-011-05;W1106;Trolleyweiche bei Ski+Velocenter geht ni;A474;23.02.2018;11:38:57;23.02.2018;12:03:16;;00:00:00;2246493;214029;;;;6;4;Elektrische Störung;2;2;Technische Störung
X;2.02;;Jahreskontrolle Erdgarnituren Depot Eig.;A474;22.02.2018;14:19:25;;00:00:00;;00:00:00;2246425;214021;Kontrolliert;Erdgarnituren Depot Eig.;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;2.03;;Jahreskontrolle Erdgarnituren Depet Bo.;A474;22.02.2018;14:20:10;;00:00:00;;00:00:00;2246426;214022;Kontrolliert;Erdgarnituren Depet Bo.;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;02.02.0541/01;;Jahreskontrolle Erdgarnituren Fahr.&Si.;A474;22.02.2018;14:20:43;;00:00:00;;00:00:00;2246427;214023;Kontrolliert;Erdgarnituren Fahr.&Si.;;5;16;kein Fehler;2;7;Geplante Instandhaltung
C;01-0902-2-001-01;HNP3002;Störung W3004;A474;20.02.2018;06:58:07;19.02.2018;07:00:00;19.02.2018;15:00:00;2246254;214019;Ausgetauscht;IFC und PCMCIA Karte getauscht;;5;19;defekt;2;2;Technische Störung
C;01-0303-2-001-01;HNP5102;Block bleibt hängen;A474;15.02.2018;04:39:21;12.02.2018;06:00:00;12.02.2018;12:00:00;2245979;213995;Ausgetauscht;HFKAbgleichbox getauscht;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-0340-2-001-01;W0049;Block bleibt hängen W49/97 Zytglogge;A474;13.02.2018;06:01:56;13.02.2018;06:39:00;13.02.2018;12:00:00;2245645;213993;Kontrolliert;Kein Fehler;;7;1;Block nicht gelöscht;2;2;Technische Störung
C;01-0340-2-001-01;W1014;Weiche Bundesgasse - Wallgasse Störung;A474;12.02.2018;07:55:37;12.02.2018;08:01:48;12.02.2018;10:00:00;2245330;213990;Eingestellt;;;7;7;Unbekannter Fehler;2;2;Technische Störung
C;03-0101-091-14;TOR9109;Torbrücke Gl. 8: Panto schlägt an;A474;12.02.2018;06:54:32;10.02.2018;09:00:00;10.02.2018;15:00:00;2245325;213697;Eingestellt;;;6;5;Mechanische Störung;2;9;Materialermüdung
X;03-0101-091-04;K9103;Instandh. Trolleybuskreuzung K9103;A474;12.02.2018;15:19:06;;00:00:00;;00:00:00;2245549;213763;Gewartet;Trolleybuskreuzung K9103;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;03-0101-091-04;K9105;Instandh. Trolleybuskreuzung K9105;A474;12.02.2018;15:19:33;;00:00:00;;00:00:00;2245551;213764;Gewartet;Trolleybuskreuzung K9105;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;03-0101-090-13;;D Bo Wartung Spannungsanzeige;A474;12.02.2018;15:05:12;;00:00:00;;00:00:00;2245527;213720;Gewartet;D Bo Wartung Spannungsanzeige;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5002;Weiche5002 Wartung Weichenantrieb;A474;12.02.2018;15:10:30;;00:00:00;;00:00:00;2245534;213966;Gewartet;Weiche5002 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
X;01-9001-2-001-01;W5003;Weiche5003 Wartung Weichenantrieb;A474;12.02.2018;15:11:01;;00:00:00;;00:00:00;2245536;213967;Gewartet;Weiche5003 Weichenantrieb;;5;16;kein Fehler;2;7;Geplante Instandhaltung
